review_id,restaurant_id,restaurant_name,review_text,sentiment,mentioned_dishes,positive_points,negative_points,occasion_hint,price_comment,waiting_time_comment,source_type,source_url,created_at,review_weight,notes
rev_r009_03,r009,泰街頭,顧客認為椰汁咖哩雞腿飯不錯吃，雞腿表面微烤有香氣且肉質多汁，紅咖哩醬汁微辣又下飯。飯量很足，甚至比一般份量多，泰式奶茶不會過甜且適合解辣。整體 CP 值高，學生客群多，值得回訪。不過現烤雞腿需要等待。,positive,椰汁咖哩雞腿飯|雞腿|紅咖哩|泰式奶茶,juicy grilled chicken|good red curry|large rice portion|not too sweet Thai milk tea|high CP value|student-friendly|worth revisiting,grilled chicken needs waiting,solo meal|student meal|casual dinner|Thai food craving,NT$100-200,grilled chicken may take time,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r009_04,r009,泰街頭,顧客認為這家泰國菜餐廳生意很好，採一人一套餐型式。月亮蝦餅剛炸好熱熱的很好吃，泰式奶茶也不錯。整體餐點與服務評價佳，適合兩人晚餐或簡單聚餐，但店內用餐時可能偏吵。,positive,月亮蝦餅|泰式奶茶,good shrimp cake|freshly fried food|good Thai milk tea|good service|popular restaurant,noisy but conversational,casual dinner|friends meal|Thai food craving,NT$400-600,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r009_05,r009,泰街頭,顧客一開始被店面裝潢吸引，認為紅磚藍門與泰國電影海報營造出曼谷街頭小吃店的感覺，氣氛和打卡感強。價格在學區附近算可接受，份量大且高性價比，吸引不少台大和師大學生。不過椰汁咖哩五花豬肉飯口味層次不足，吃到後面有點膩，糖心蛋也較不符合期待。整體適合重視氣氛和份量的學生，但未必適合追求精緻泰式風味的人。,mixed,椰汁咖哩五花豬肉飯|糖心蛋,photogenic Thai street vibe|good decor|large portion|student-friendly|reasonable price|high value,flavor lacks depth|curry can feel greasy|soft-boiled egg not impressive|not as refined as other Thai spots,solo meal|student meal|friends meal|photo-friendly meal|casual lunch,NT$200-400,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r010_01,r010,何太守港式菠蘿包專賣店,顧客表示從捷運站出來常常能聞到店家的奶油香氣，這次購買脆皮年糕，外皮酥脆內裡 Q 彈，味道不會太甜，整體好吃。不過價格略高，冷掉後會覺得稍微偏油。,mixed,脆皮年糕,butter aroma|crispy outside|chewy texture|not too sweet,price slightly high|can feel oily when cold,takeout|snack|near MRT,NT$100-200,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r010_02,r010,何太守港式菠蘿包專賣店,顧客非常喜歡冰火菠蘿油，認為一定要趁熱吃，熱的時候不油膩且很快就能吃完。多次回購後覺得品質穩定，也稱讚店家營業時間較晚，方便晚上購買。,positive,冰火菠蘿油,hot and fresh|not greasy|stable quality|repeat purchase|open until late,less tasty when cold,takeout|late-night snack|dessert snack,NT$100-200,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r010_03,r010,何太守港式菠蘿包專賣店,顧客認為原味菠蘿與冰火菠蘿價格親民，外帶包裝貼心，奶油完整夾在麵包裡不會沾到袋子。菠蘿外皮酥脆，麵包鬆軟，鹹甜搭配美味，且支援 LINE Pay。,positive,原味菠蘿|冰火菠蘿,crispy crust|soft bread|sweet and salty flavor|good packaging|cheap price|LINE Pay available,none,takeout|quick snack|dessert snack,NT$100-200,no reservation needed,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r010_04,r010,何太守港式菠蘿包專賣店,顧客原本只是抱著嘗試心態購買，後來覺得非常好吃。菠蘿外酥內軟，鹹甜風味讓人印象深刻，認為經過時很值得購買。,positive,菠蘿包,crispy outside|soft inside|sweet and salty|worth trying,none,takeout|snack|casual lunch,NT$100-200,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r010_05,r010,何太守港式菠蘿包專賣店,顧客稱讚冰火菠蘿包很好吃，外皮酥脆且香，搭配冰奶油口感滑順，而且價格不貴，一顆約 45 元。,positive,冰火菠蘿包,crispy crust|buttery aroma|smooth cold butter|cheap price|good value,none,takeout|dessert snack|quick snack,NT$100-200,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r011_01,r011,馬辣頂級麻辣鍋 台北公館店,顧客認為馬辣公館店升級後選擇非常豐富，營業到凌晨兩點，適合台北宵夜與朋友聚餐。店內有多種頂級肉品、蔬菜、海鮮、自助吧、酒牆、主食、甜點與冰淇淋無限供應。經典麻辣鍋湯底香辣夠味，港式花雕雞湯底也被推薦。加價升級和牛與巨無霸蝦類後更有滿足感，整體適合火鍋吃到飽與海鮮肉品愛好者。,positive,經典麻辣鍋|港式花雕雞|極上三和牛|巨大海虎蝦|阿根廷天使紅蝦|白蝦|鮮蚵|壽喜燒牛丼|安格斯牛黑咖哩|黃金滷肉飯|哈根達斯|莫凡彼,all-you-can-eat hot pot|late-night dining|wide variety|unlimited meat|unlimited seafood|unlimited alcohol|dessert bar|spicy soup base|good for group gathering|premium upgrade available,alcohol caution|possible cleaning fee if drinking causes mess|price can increase with upgrade,late-night meal|friends gathering|hot pot craving|group dinner|celebration meal,NT$698+,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r011_02,r011,馬辣頂級麻辣鍋 台北公館店,顧客稱讚店內重新裝潢後明亮乾淨，沒有傳統麻辣火鍋店常見的油膩感，用餐環境舒適。兩小時用餐時間足夠，不會太趕。店員服務親切細心，補料與收桌即時，食材新鮮乾淨。無限暢飲酒品與飲料是體驗亮點，讓整體用餐感受大幅加分。,positive,麻辣鍋|酒品|自助吧,renovated interior|bright and clean|comfortable environment|attentive service|fresh ingredients|unlimited drinks|unlimited alcohol|relaxed dining time,noisy but conversational,group dinner|friends gathering|casual dinner|hot pot meal,NT$600-800,two-hour dining time,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r011_03,r011,馬辣頂級麻辣鍋 台北公館店,顧客認為店內燈光與氣氛很好，很適合拍照、聊天與留下聚餐回憶。餐點種類非常多，適合多人慢慢吃，但也提醒吃到飽容易吃太多。若餐廳人不多，用餐時間可能較有彈性。停車可考慮附近大學停車場。整體適合朋友聚餐與拍照型火鍋體驗。,positive,火鍋|自助吧|酒品,good lighting|good atmosphere|photo-friendly|many food choices|good for friends gathering|relaxed when not crowded,parking may need nearby lot|all-you-can-eat can be too much|possible cleaning fee if overeating causes issue,friends gathering|group dinner|photo-friendly meal|celebration meal,NT$600-800,may be flexible when not crowded,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r011_04,r011,馬辣頂級麻辣鍋 台北公館店,顧客新裝潢後第一次來，認為整體氣氛好，酒品可以喝到飽很加分，菜品種類多，水果與甜點也不錯。不過湯頭表現普通，高湯被認為味道不足，需要加強。整體仍適合重視氣氛、自助吧與酒品的聚餐客群。,mixed,火鍋|酒品|水果|甜點,good atmosphere|unlimited alcohol|many food choices|good fruit bar|good dessert bar,soup base is average|broth lacks flavor,group lunch|friends gathering|hot pot meal|all-you-can-eat meal,NT$800-1000,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r011_05,r011,馬辣頂級麻辣鍋 台北公館店,顧客第一次用餐體驗很好，認為選擇多元且食材新鮮，海鮮也能吃到飽很有吸引力。營業到凌晨非常適合和朋友聚餐或宵夜。整體是適合多人、火鍋、海鮮與晚間聚會的吃到飽餐廳。,positive,海鮮|火鍋|自助吧,wide variety|fresh ingredients|unlimited seafood|late-night dining|good for friends gathering|all-you-can-eat,value depends on appetite,friends gathering|late-night meal|hot pot craving|group dinner,NT$600-1000,open until late,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r012_01,r012,公館食堂,顧客認為這家店價格親民且餐點好吃，特別適合感冒或天冷時來吃粥喝湯。肉片粥、蛤蠣粥與蔬菜蛋花湯都被稱讚，蛤蠣粥雖然價格不高但蛤蠣新鮮飽滿且份量多。整體是公館附近適合冬天喝熱湯與粥的小店。,positive,肉片粥|蛤蠣粥|蔬菜蛋花湯,cheap price|comfort food|fresh clams|large clam portion|warm soup|good for cold weather|good service,none,solo meal|comfort meal|quick dinner|winter meal|sick day meal,NT$100-200,no wait,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r012_02,r012,公館食堂,顧客點了什錦海鮮鍋燒意麵加花干，認為配料不少，整體風味清爽鮮甜，店員服務親切。若到附近會想再次回訪。,positive,什錦海鮮鍋燒意麵|花干,fresh and light flavor|generous ingredients|seafood noodle soup|friendly service|worth revisiting,none,casual meal|quick lunch|quick dinner|comfort meal,reasonable,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r012_03,r012,公館食堂,顧客因為想喝蛤仔湯而來，認為湯頭鮮美，薑和胡椒味明顯但不會蓋過蛤仔鮮味，蛤仔數量約十五顆左右，份量有誠意。炒高麗菜清脆不油，但水分偏少，調味使用醬油膏與油蔥酥，顧客表示之後會想再試其他主餐。,positive,蛤仔湯|炒高麗菜,fresh clam soup|generous clams|clear and savory broth|crisp cabbage|not oily|worth trying again,cabbage can feel dry,solo meal|comfort dinner|light meal|soup craving,NT$100-200,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r012_04,r012,公館食堂,顧客認為大醬海鮮鍋燒麵帶有微辣感，整體口味不錯，餐點、服務與氣氛表現穩定。,positive,大醬海鮮鍋燒麵,seafood noodle soup|mild spicy flavor|stable quality|casual meal,none,quick lunch|casual lunch|soup noodle meal,reasonable,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r012_05,r012,公館食堂,顧客第一次來用餐，認為湯頭尚可，整體份量可以接受，但蛤蠣味道有點不太新鮮。整體評價中等，提醒海鮮新鮮度可能偶爾不穩。,mixed,蛤蠣|湯頭,acceptable portion|decent broth,clam freshness can be inconsistent,quick meal|casual meal|soup craving,reasonable,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r013_01,r013,隱家拉麵 公館店,顧客推薦黃金雞湯拉麵，認為雞肉份量多且不柴，吸滿湯汁後很香。整體餐點與服務表現都不錯，開放式廚房可以看到店員作業。不過付款方式僅收現金。,positive,黃金雞湯拉麵|雞肉,good chicken ramen|generous meat|tender chicken|good soup aroma|good service|open kitchen,cash only,solo meal|friends meal|ramen dinner|casual dinner,NT$200-400,no wait,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r013_02,r013,隱家拉麵 公館店,顧客認為店內氣氛很好，服務生與廚師態度親切，即使忙碌也不會不耐煩。不過拉麵本身表現普通，覺得整體評價可能有些過譽，不一定值得特別排隊等待。,mixed,拉麵,good atmosphere|friendly service|good staff attitude,ramen may be overrated|food is average|not worth long queue,ramen dinner|casual meal,NT$200-400,10-30 minutes,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r013_03,r013,隱家拉麵 公館店,顧客將這家拉麵店放入口袋名單，這次因為不用排很久而進店。店員招呼親切，會主動補冰水，也會詢問口味是否習慣，並提供加辣或清湯調整。拉麵符合期待，湯頭與叉燒都很好吃。,positive,拉麵|叉燒|湯頭,good ramen|good broth|good chashu|friendly staff|attentive service|flavor adjustment available|no wait,none,solo meal|ramen dinner|friends meal,NT$200-400,no wait,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r013_04,r013,隱家拉麵 公館店,顧客表示尖峰時間常看到排隊人潮，但以座位量來看等待不會太久。店內使用點餐機點餐付款方便，出餐速度快，環境明亮整潔，醬料區與廁所也乾淨。麵條可選種類並客製軟硬度，湯頭也可選擇；原味豚骨湯頭普通，辛味湯頭較出色，麵條與肉類表現佳。不過以價位來說配料和份量偏少，溏心蛋需加價。,positive,原味豚骨拉麵|辛味拉麵|麵條|肉類|溏心蛋,fast serving|ticket machine ordering|clean environment|customizable noodles|good noodles|good meat|friendly service|spicy broth is good,peak queue|original tonkotsu is average|portion slightly small|toppings cost extra,ramen dinner|quick meal|solo meal|casual dinner,NT$200-400,within 10 minutes,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r013_05,r013,隱家拉麵 公館店,顧客認為公館店維持隱家一貫水準，麵條好吃、肉類表現佳，加點叉燒拼盤很滿足，尤其推薦雞腿叉燒。公館店空間較大，候位體驗友善。濃厚海老沾麵肉量豐富、醬汁濃郁，冷麵搭配熱湯汁很適合；柚香干貝拉麵湯頭帶有海味，但中份麵的湯量稍少，加清湯或蒜蓉後有不同風味。,positive,叉燒拼盤|雞腿叉燒|濃厚海老沾麵|柚香干貝拉麵|糖心蛋|清湯|蒜蓉,good noodles|good meat|chashu platter|recommended chicken chashu|large branch|friendly waiting experience|rich shrimp dipping sauce|seafood broth flavor,soup may be slightly low for medium noodles,solo meal|friends meal|ramen lunch|ramen craving,NT$200-400,no wait,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r014_01,r014,二本松涮涮屋 本館,顧客認為二本松是頂級日式火鍋體驗，從食材、擺盤到桌邊服務都非常講究。服務人員全程協助煮食材並掌握最佳熟度，讓客人幾乎不用動手。宮崎 A5 紐約客和牛、松露山藥豆腐、煮粥、鮮蝦雲吞佐魚子醬與多款甜點都被高度稱讚，適合約會、慶祝或犒賞自己。,positive,宮崎A5紐約客和牛|日式柴魚湯|昆布湯|松露山藥豆腐|綜合菜盤|煮粥|蟹膏|鮮蝦雲吞佐魚子醬|萬丹紅豆鍋餅|手工蛋黃酥|銅鑼燒|巴斯克蛋糕|菊花豆腐|抹茶冰淇淋,premium Japanese hot pot|tableside service|A5 wagyu|fresh ingredients|refined plating|excellent service|good for celebration|good for date|premium dessert|luxury dining,price very high,date night|celebration meal|anniversary|premium hot pot|self-reward meal,over NT$2000,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r014_02,r014,二本松涮涮屋 本館,顧客表示這是非常好的慶生體驗，桌邊服務專業貼心，能讓客人優雅舒適地享用餐點。店家也能照顧親子需求，替一歲小孩另外準備開水煮食材。A5 和牛入口即化，松葉蟹新鮮，蟹刺身搭配桔醋醬很加分，煮粥前也會讓客人確認調味。店家還協助準備鮮花，整體服務細緻且令人難忘。,positive,A5和牛|松葉蟹|蟹刺身|桔醋醬|煮粥|鮮花,birthday-friendly|excellent tableside service|kid-friendly service|A5 wagyu|fresh crab|thoughtful service|romantic service|premium celebration experience,price very high,birthday meal|family celebration|date night|premium dinner|kid-friendly fine dining,over NT$2000,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r014_03,r014,二本松涮涮屋 本館,顧客第一次來用餐，認為整體體驗很好，食材新鮮、環境舒服，肉品品質不錯，壽喜燒煮起來香氣佳。服務人員會主動介紹吃法並細心注意桌面狀況，讓整個用餐過程舒適，也提高再次回訪意願。,positive,壽喜燒|肉品,fresh ingredients|comfortable environment|good meat quality|good sukiyaki|attentive service|friendly staff|worth revisiting,price high,date night|friends meal|premium Japanese meal|first-visit friendly,high price range,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r014_04,r014,二本松涮涮屋 本館,顧客認為二本松是台北高級火鍋代表，食材新鮮且桌邊服務非常推薦，客人不需要自己煮食材即可享用。宮崎 A5 紐約客和牛入口即化，松葉蟹套餐海味鮮甜，最後加入蟹膏煮粥尤其令人印象深刻。餐點包含湯品、前菜、菜盤、主餐、副餐、甜點與飲品，整體雖然價格偏高，但適合體驗高檔日式火鍋。,positive,宮崎黑毛A5紐約客和牛|日本松葉蟹|蟹膏煮粥|日式柴魚湯|昆布湯|養生藥膳湯|松露山藥豆腐|和風蟹肉鮭魚|雲丹干貝柿種魚子醬|鮮蝦雲吞佐魚子醬|魚子醬胡麻冷麵|萬丹紅豆鍋餅,premium hot pot|fresh crab|A5 wagyu|excellent tableside service|luxury set menu|refined dessert|good for special occasion|high-end Japanese dining,price high|expensive,luxury lunch|celebration meal|date night|premium hot pot|family gathering,over NT$2000,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r014_05,r014,二本松涮涮屋 本館,顧客特別稱讚服務員從帶位、介紹餐點到用餐過程中的照顧都非常細心親切。服務員會主動關心用餐狀況，也會協助煮菜與煮肉，火候掌握得宜，讓客人可以放鬆享受餐點。整體服務流程完整順暢，讓用餐體驗大幅提升，也讓顧客願意再次回訪。,positive,萬丹紅豆鍋餅|紅豆鍋餅|手工銅鑼燒,excellent service|attentive staff|tableside cooking|relaxing dining experience|good pacing|quiet atmosphere|good dessert,price very high,date night|quiet dinner|celebration meal|premium dinner,over NT$2000,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r015_01,r015,小李子清粥小菜,顧客非常喜歡這家知名自選菜餐廳，推薦以白粥作為主食搭配各式小菜。五更腸旺、蚵仔、筍子、炒蛋、豆乾豆皮都被認為很下飯，也適合喝酒後或深夜想吃熱粥小菜時來用餐。不過店面小、人潮多，通常需要等候。,positive,白粥|五更腸旺|蚵仔|筍子|炒蛋|豆乾|豆皮,famous late-night congee|many side dishes|good with congee|good after drinking|classic comfort food|strong local reputation,crowded|small space|waiting likely,late-night meal|comfort meal|after-drinking meal|casual dinner|friends meal,NT$400-600,some waiting expected,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r015_02,r015,小李子清粥小菜,顧客認為這家店是熬夜讀書與期末期間的清粥小菜好夥伴，菜色選擇多且多數都好吃。宮保雞丁、香蔥油雞、蝦仁滑蛋、清蒸吻仔魚、菜圃蛋、滷白菜與糖醋里肌各有特色，適合搭配熱粥。整體口味偏下飯，但價格稍高，仍可理解為深夜時段的選擇。,positive,宮保雞丁|香蔥油雞|蝦仁滑蛋|清蒸吻仔魚|菜圃蛋|招牌滷白菜|糖醋里肌|稀飯,many dish choices|good with congee|late-night study meal|comfort food|good chicken dish|good egg dishes|traditional flavor,price slightly high|some dishes can be oily|some dishes can be salty,late-night meal|study meal|comfort dinner|student meal,NT$200-400,no wait,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r015_03,r015,小李子清粥小菜,顧客十多年後再訪，認為新店址內用空間比舊址小，正餐時段可能需要候位與併桌。餐點味道偏鹹偏油，需要搭配白粥，整體偏情懷型老店。優點是環境乾淨明亮、選擇多，推薦滷肉、丁香魚豆干與臭豆腐；缺點是價格不透明、整體不算便宜，部分菜色普通或偏鹹偏油。,mixed,滷肉|丁香魚豆干|臭豆腐|宮保雞丁|蒜泥白肉|瓜仔肉|番茄蛋|白菜滷|花椰菜|地瓜粥,clean environment|many choices|nostalgic old shop|good braised pork|good dried fish tofu|good sweet potato congee,price not transparent|slightly expensive|salty and oily|small space|shared table likely|some dishes average,casual dinner|nostalgic meal|comfort meal|late-night meal,NT$200-400,within 10 minutes,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r015_04,r015,小李子清粥小菜,顧客將這家店視為台北清粥小菜與深夜食堂文化的老店代表，認為雖然有些人覺得價格偏高，但現在深夜仍能吃到清粥小菜已經不容易。餐點不算驚艷但不難吃，適合想體驗老台北宵夜文化或深夜吃熱粥小菜的人。,neutral,清粥小菜|地瓜粥,old Taipei late-night diner|nostalgic restaurant|late-night option|traditional congee meal,price can feel high|food is not outstanding|simple atmosphere,late-night meal|breakfast-style meal|nostalgic meal|comfort food,NT$100-200,no wait,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r015_05,r015,小李子清粥小菜,顧客認為店內菜色種類多，大約有四十種可選，雖然價格不算便宜但整體好吃，是晚上的清粥小菜與宵夜選擇。現煎烘蛋、爌肉、糯米椒小魚乾豆乾、炒龍鬚菜與地瓜粥都被稱讚。糖醋類菜色因為放冷後口感較差而較不推薦。整體適合一人或小團體宵夜。,positive,現煎烘蛋|爌肉|糯米椒小魚乾豆乾|炒龍鬚菜|地瓜粥|糖醋里肌,many choices|late-night comfort food|good omelet|good braised pork|good dried fish tofu|refreshing vegetables|sweet potato congee,not very cheap|cold fried dishes lose texture,solo meal|late-night meal|small group meal|comfort dinner,NT$100-200,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r016_01,r016,這一鍋 台北信義殿,顧客原本期待這是一間高質感單點火鍋店，但用餐後認為食材、湯底、服務、環境與醬料都不如套餐制火鍋店。兩大一小午餐消費約 2900 元，覺得溢價嚴重，整體 CP 值不高。,negative,火鍋|湯底|醬料,none,overpriced|low value|food quality below expectation|service below expectation|environment below expectation|sauce below expectation,family lunch|hot pot meal,NT$800-1000,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r016_02,r016,這一鍋 台北信義殿,顧客認為店內裝潢具有濃厚中國風，設計有質感，半開放式包廂兼具寬敞感與隱私，多人也可選擇獨立包廂。服務延續王品體系特色，餐點介紹、補湯與上菜都積極細心。酸菜鍋解膩，菌菇鍋清甜順口，肉片與海鮮新鮮且份量足，擺盤華麗，很適合拍照與聚餐。,positive,一品酸菜鍋|頤心菌菇鍋|綜合丸子|有機青菜組|肉片|海鮮,premium interior|Chinese-style decor|semi-private booth|private room available|attentive service|fresh meat|fresh seafood|large portion|photogenic plating|good soup base,price high,group dinner|family gathering|celebration meal|photo-friendly hot pot|premium hot pot,over NT$2000,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r016_03,r016,這一鍋 台北信義殿,顧客中午離峰時段用餐，人潮不多，服務員態度非常友善且介紹餐點很有耐心。湯底味道剛好，不會太重或太辣。同行朋友生日還獲贈甜點，整體體驗佳，推薦麻辣鍋底、鴨血吃到飽與麻薯雪糕球。,positive,麻薯雪糕球|鴨血|老湯麻辣鍋底|甜點,friendly service|patient staff|balanced soup flavor|not too spicy|birthday dessert|good for visitors|good hot pot base,none,birthday meal|friends lunch|casual hot pot|tourist meal,NT$600-800,off-peak no crowd,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r016_04,r016,這一鍋 台北信義殿,顧客認為這裡適合多人聚餐，若人數多可以坐包廂，聊天較不會打擾其他客人。食材新鮮好吃，湯頭表現佳，鴨血、豆腐與白飯可以自取，醬料區種類多。豆腐皮可以用墨魚汁寫字再下鍋煮，互動感有趣，小朋友也玩得開心，很適合家庭聚會。,positive,鴨血|豆腐|白飯|豆腐皮|墨魚汁|醬料,private room available|family-friendly|good for large group|fresh ingredients|good soup base|self-service rice|self-service tofu|many sauces|interactive food experience,kids may make it noisy,family gathering|large group meal|friends dinner|kid-friendly hot pot,NT$600-800,reservation required,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r016_05,r016,這一鍋 台北信義殿,顧客認為這裡是宵夜時段想吃單點麻辣鍋的好選擇。食材新鮮且處理乾淨，菜盤種類多樣且品質好，服務人員態度親切，即使需要多次加湯也保持良好服務。最後鍋底可以打包，增加經濟實惠感。,positive,麻辣鍋|菜盤|鍋底,fresh ingredients|clean preparation|many vegetable options|friendly service|soup refill service|late-night hot pot|hot pot base can be packed,value depends on order size,late-night meal|hot pot craving|friends dinner|casual dinner,reasonable to high,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r017_01,r017,BRUN不然-信義店(捷運大安站),顧客認為餐點與期待有落差，鮮奶油品質佳且口感迷人，但草莓、糖漿、麵包本體與脆餅表現普通，整體較難對應 380 元定價。環境氣氛佳，但客席區出現身體不適員工休息的情況，雖有戴口罩仍影響用餐觀感，也反映員工休息空間管理可改善。,mixed,鮮奶油甜點|草莓|糖漿|麵包|脆餅,high quality cream|good atmosphere|photogenic environment,price feels high|other components average|hard biscuit texture|employee rest area issue|slightly noisy,brunch|friends gathering|photo-friendly meal,NT$400-600,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r017_02,r017,BRUN不然-信義店(捷運大安站),顧客因家人回國而選擇這家網美早午餐店，認為餐點還不錯，但價格比常去的貳樓更高，餐點與飲料都需要分開單點。整體氣氛普通，服務體驗較弱，男廁空間設計也被認為不太理想。,mixed,早午餐|飲料,photogenic brunch spot|decent food,price higher than comparable brunch spots|drinks ordered separately|service weaker|restroom design issue,family brunch|photo-friendly brunch|casual meal,NT$400-600,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r017_03,r017,BRUN不然-信義店(捷運大安站),顧客多次回訪不然，認為二樓有戶外座位且氣氛不錯，餐點味道非常好，服務也細心。不過價位稍高，室內座位冷氣有點冷。整體仍是值得回訪的質感早午餐選擇。,positive,早午餐|飲品,good food|outdoor seating|good atmosphere|attentive service|repeat visit|stylish brunch,price slightly high|indoor air conditioning too cold,brunch|date|friends gathering|photo-friendly meal,NT$600-800,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r017_04,r017,BRUN不然-信義店(捷運大安站),顧客認為室內設計以白色調為主，搭配綠色植栽，整體明亮自然且乾淨。不過服務較制式、缺少溫度，食物份量偏少，看起來不夠豐富，口味偏油偏鹹。主餐不附飲料或湯品，需另外加點，加上 10% 服務費後整體偏貴。,negative,早午餐|主餐|飲料|湯品,bright interior|clean environment|green plants|photogenic design,formulaic service|small portion|food can be oily and salty|drinks and soup not included|service charge|expensive,brunch|photo-friendly meal,high price,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
